Name,Table_Number,UnionSuperclassStrategy,UnionSubclassStrategy,JoinedSubclassStrategy,ForeignKeyEmbeddingStrategy,OwnAssociationTableStrategy,InsertTime,SelectTime,Average Time,SpaceConsumption,Pareto_Frontier
CSOS_Sol_1931,12,0,11,1,2,2,6657.0,630.0,3643.5,368.0,0
CSOS_Sol_1934,12,0,10,2,2,2,6674.0,625.0,3649.5,384.0,0
CSOS_Sol_1933,12,0,10,2,2,2,6546.0,606.0,3576.0,384.0,0
CSOS_Sol_1950,12,0,10,2,2,2,6279.0,617.0,3448.0,384.0,0
CSOS_Sol_1952,12,0,11,1,2,2,6455.0,608.0,3531.5,368.0,0
CSOS_Sol_1951,12,0,12,0,2,2,6261.0,625.0,3443.0,352.0,0
CSOS_Sol_1947,12,0,10,2,2,2,6240.0,601.0,3420.5,384.0,0
CSOS_Sol_1946,11,0,9,2,3,1,6201.0,634.0,3417.5,352.0,0
CSOS_Sol_1949,13,0,11,2,1,3,6653.0,601.0,3627.0,416.0,0
CSOS_Sol_1948,13,0,12,1,1,3,6557.0,615.0,3586.0,400.0,0
CSOS_Sol_1943,12,0,11,1,2,2,6303.0,675.0,3489.0,368.0,0
CSOS_Sol_1942,12,0,11,1,2,2,6236.0,617.0,3426.5,368.0,0
CSOS_Sol_1945,11,0,9,2,3,1,6316.0,642.0,3479.0,352.0,0
CSOS_Sol_1944,13,0,13,0,1,3,6617.0,626.0,3621.5,384.0,0
CSOS_Sol_1961,12,0,10,2,2,2,6144.0,620.0,3382.0,384.0,0
CSOS_Sol_521,13,4,8,1,1,3,5668.0,532.0,3100.0,352.0,0
CSOS_Sol_1960,13,0,11,2,1,3,6748.0,640.0,3694.0,416.0,0
CSOS_Sol_522,14,4,9,1,0,4,5711.0,535.0,3123.0,384.0,0
CSOS_Sol_1963,12,0,9,3,2,2,6353.0,614.0,3483.5,400.0,0
CSOS_Sol_1962,12,0,10,2,2,2,6262.0,611.0,3436.5,384.0,0
CSOS_Sol_520,10,0,7,3,4,0,6052.0,617.0,3334.5,336.0,0
CSOS_Sol_525,14,4,9,1,0,4,5803.0,521.0,3162.0,384.0,0
CSOS_Sol_526,13,4,8,1,1,3,5508.0,504.0,3006.0,352.0,0
CSOS_Sol_523,13,4,8,1,1,3,5350.0,512.0,2931.0,352.0,0
CSOS_Sol_524,10,0,7,3,4,0,6348.0,646.0,3497.0,336.0,0
CSOS_Sol_1958,13,0,13,0,1,3,6348.0,607.0,3477.5,384.0,0
CSOS_Sol_518,13,4,8,1,1,3,5565.0,511.0,3038.0,352.0,0
CSOS_Sol_1957,13,0,11,2,1,3,6764.0,637.0,3700.5,416.0,0
CSOS_Sol_519,11,0,8,3,3,1,6442.0,633.0,3537.5,368.0,0
CSOS_Sol_516,10,0,8,2,4,0,6037.0,632.0,3334.5,320.0,0
CSOS_Sol_517,13,4,8,1,1,3,5462.0,528.0,2995.0,352.0,0
CSOS_Sol_1959,13,0,12,1,1,3,6611.0,625.0,3618.0,400.0,0
CSOS_Sol_1954,12,0,10,2,2,2,6269.0,721.0,3495.0,384.0,0
CSOS_Sol_1953,12,0,11,1,2,2,6293.0,608.0,3450.5,368.0,0
CSOS_Sol_1956,13,0,12,1,1,3,6454.0,659.0,3556.5,400.0,0
CSOS_Sol_1955,13,0,12,1,1,3,6406.0,640.0,3523.0,400.0,0
CSOS_Sol_510,12,4,7,1,2,2,5181.0,492.0,2836.5,320.0,0
CSOS_Sol_1972,13,0,10,3,1,3,6748.0,628.0,3688.0,432.0,0
CSOS_Sol_511,11,0,9,2,3,1,6188.0,634.0,3411.0,352.0,0
CSOS_Sol_1971,13,0,11,2,1,3,6641.0,621.0,3631.0,416.0,0
CSOS_Sol_1974,11,0,9,2,3,1,6305.0,620.0,3462.5,352.0,0
CSOS_Sol_1973,12,0,11,1,2,2,6613.0,604.0,3608.5,368.0,0
CSOS_Sol_514,12,4,7,1,2,2,5400.0,495.0,2947.5,320.0,0
CSOS_Sol_515,14,0,12,2,0,4,6697.0,597.0,3647.0,448.0,0
CSOS_Sol_512,11,0,8,3,3,1,6442.0,643.0,3542.5,368.0,0
CSOS_Sol_1970,13,0,11,2,1,3,6640.0,618.0,3629.0,416.0,0
CSOS_Sol_513,12,4,7,1,2,2,5344.0,519.0,2931.5,320.0,0
CSOS_Sol_507,12,4,7,1,2,2,5612.0,545.0,3078.5,320.0,0
CSOS_Sol_1969,13,0,10,3,1,3,6590.0,628.0,3609.0,432.0,0
CSOS_Sol_1968,13,0,11,2,1,3,6709.0,625.0,3667.0,416.0,0
CSOS_Sol_508,13,0,10,3,1,3,6478.0,608.0,3543.0,432.0,0
CSOS_Sol_505,11,4,6,1,3,1,5398.0,513.0,2955.5,288.0,0
CSOS_Sol_506,11,0,10,1,3,1,6306.0,693.0,3499.5,336.0,0
CSOS_Sol_1965,12,0,10,2,2,2,6370.0,611.0,3490.5,384.0,0
CSOS_Sol_1964,12,0,9,3,2,2,6138.0,586.0,3362.0,400.0,0
CSOS_Sol_1967,13,0,12,1,1,3,6600.0,625.0,3612.5,400.0,0
CSOS_Sol_509,11,4,7,0,3,1,5160.0,522.0,2841.0,272.0,0
CSOS_Sol_1966,13,0,12,1,1,3,6635.0,629.0,3632.0,400.0,0
CSOS_Sol_2501,14,0,12,2,0,4,6960.0,618.0,3789.0,448.0,0
CSOS_Sol_2502,14,0,11,3,0,4,7113.0,612.0,3862.5,464.0,0
CSOS_Sol_2500,14,0,10,4,0,4,6963.0,636.0,3799.5,480.0,0
CSOS_Sol_2512,12,0,8,4,2,2,6627.0,658.0,3642.5,416.0,0
CSOS_Sol_2513,11,0,8,3,3,1,6418.0,624.0,3521.0,368.0,0
CSOS_Sol_2510,11,0,8,3,3,1,6253.0,602.0,3427.5,368.0,0
CSOS_Sol_2511,11,0,9,2,3,1,6263.0,630.0,3446.5,352.0,0
CSOS_Sol_2509,12,0,9,3,2,2,6239.0,641.0,3440.0,400.0,0
CSOS_Sol_2507,12,0,7,5,2,2,6263.0,636.0,3449.5,432.0,0
CSOS_Sol_2508,11,0,8,3,3,1,6390.0,631.0,3510.5,368.0,0
CSOS_Sol_2505,11,0,8,3,3,1,6089.0,624.0,3356.5,368.0,0
CSOS_Sol_2506,11,0,7,4,3,1,6488.0,632.0,3560.0,384.0,0
CSOS_Sol_2503,14,0,10,4,0,4,7124.0,609.0,3866.5,480.0,0
CSOS_Sol_2504,12,0,8,4,2,2,6254.0,604.0,3429.0,416.0,0
CSOS_Sol_2523,12,0,11,1,2,2,6592.0,642.0,3617.0,368.0,0
CSOS_Sol_2524,12,0,9,3,2,2,6550.0,645.0,3597.5,400.0,0
CSOS_Sol_2521,12,0,8,4,2,2,6628.0,623.0,3625.5,416.0,0
CSOS_Sol_2522,11,0,8,3,3,1,6244.0,638.0,3441.0,368.0,0
CSOS_Sol_2520,13,0,11,2,1,3,6788.0,672.0,3730.0,416.0,0
CSOS_Sol_2518,13,0,9,4,1,3,6679.0,647.0,3663.0,448.0,0
CSOS_Sol_2519,11,0,7,4,3,1,6417.0,619.0,3518.0,384.0,0
CSOS_Sol_2516,11,0,10,1,3,1,6480.0,618.0,3549.0,336.0,0
CSOS_Sol_2517,11,0,6,5,3,1,6279.0,611.0,3445.0,400.0,0
CSOS_Sol_2514,12,0,8,4,2,2,6533.0,602.0,3567.5,416.0,0
CSOS_Sol_2515,12,0,8,4,2,2,6576.0,653.0,3614.5,416.0,0
CSOS_Sol_2534,12,0,8,4,2,2,6381.0,633.0,3507.0,416.0,0
CSOS_Sol_1202,14,4,9,1,0,4,6778.0,636.0,3707.0,384.0,0
CSOS_Sol_1201,12,0,9,3,2,2,6689.0,645.0,3667.0,400.0,0
CSOS_Sol_2535,12,0,8,4,2,2,6287.0,629.0,3458.0,416.0,0
CSOS_Sol_2532,12,0,10,2,2,2,6361.0,628.0,3494.5,384.0,0
CSOS_Sol_1204,13,4,7,2,1,3,6720.0,677.0,3698.5,368.0,0
CSOS_Sol_2533,12,0,9,3,2,2,6656.0,624.0,3640.0,400.0,0
CSOS_Sol_1203,13,4,7,2,1,3,6359.0,632.0,3495.5,368.0,0
CSOS_Sol_2530,12,0,8,4,2,2,6410.0,623.0,3516.5,416.0,0
CSOS_Sol_800,11,3,5,3,3,1,5231.0,551.0,2891.0,336.0,0
CSOS_Sol_2531,12,0,8,4,2,2,6379.0,654.0,3516.5,416.0,0
CSOS_Sol_801,12,3,8,1,2,2,5339.0,519.0,2929.0,336.0,0
CSOS_Sol_1200,13,4,8,1,1,3,6657.0,688.0,3672.5,352.0,0
CSOS_Sol_2529,12,0,8,4,2,2,6426.0,643.0,3534.5,416.0,0
CSOS_Sol_2527,11,0,8,3,3,1,6271.0,621.0,3446.0,368.0,0
CSOS_Sol_2528,11,0,7,4,3,1,6249.0,620.0,3434.5,384.0,0
CSOS_Sol_2525,12,0,9,3,2,2,6463.0,634.0,3548.5,400.0,0
CSOS_Sol_2526,12,0,9,3,2,2,6375.0,635.0,3505.0,400.0,0
CSOS_Sol_1213,14,4,9,1,0,4,7087.0,637.0,3862.0,384.0,0
CSOS_Sol_2545,11,0,8,3,3,1,6285.0,617.0,3451.0,368.0,0
CSOS_Sol_1212,14,4,9,1,0,4,6883.0,616.0,3749.5,384.0,0
CSOS_Sol_2546,11,0,7,4,3,1,5943.0,664.0,3303.5,384.0,0
CSOS_Sol_1215,14,4,9,1,0,4,6860.0,635.0,3747.5,384.0,0
CSOS_Sol_2543,11,0,7,4,3,1,6242.0,651.0,3446.5,384.0,0
CSOS_Sol_1214,14,4,8,2,0,4,7231.0,620.0,3925.5,400.0,0
CSOS_Sol_2544,11,0,9,2,3,1,6267.0,631.0,3449.0,352.0,0
CSOS_Sol_2541,11,0,7,4,3,1,6381.0,632.0,3506.5,384.0,0
CSOS_Sol_2542,11,0,8,3,3,1,6593.0,631.0,3612.0,368.0,0
CSOS_Sol_1211,14,4,9,1,0,4,6946.0,626.0,3786.0,384.0,0
CSOS_Sol_1210,13,4,7,2,1,3,6402.0,604.0,3503.0,368.0,0
CSOS_Sol_2540,11,0,8,3,3,1,6294.0,641.0,3467.5,368.0,0
CSOS_Sol_1209,13,4,8,1,1,3,6651.0,697.0,3674.0,352.0,0
CSOS_Sol_2538,12,0,7,5,2,2,6386.0,631.0,3508.5,432.0,0
CSOS_Sol_1206,14,4,8,2,0,4,6861.0,614.0,3737.5,400.0,0
CSOS_Sol_2539,11,0,7,4,3,1,6389.0,613.0,3501.0,384.0,0
CSOS_Sol_1205,14,4,8,2,0,4,7012.0,623.0,3817.5,400.0,0
CSOS_Sol_1208,13,4,8,1,1,3,6646.0,631.0,3638.5,352.0,0
CSOS_Sol_2536,12,0,9,3,2,2,6202.0,622.0,3412.0,400.0,0
CSOS_Sol_1207,13,4,9,0,1,3,6665.0,647.0,3656.0,336.0,0
CSOS_Sol_2537,12,0,8,4,2,2,6515.0,636.0,3575.5,416.0,0
CSOS_Sol_1224,14,4,8,2,0,4,6803.0,611.0,3707.0,400.0,0
CSOS_Sol_2556,11,0,8,3,3,1,6440.0,634.0,3537.0,368.0,0
CSOS_Sol_1223,14,4,7,3,0,4,6913.0,735.0,3824.0,416.0,0
CSOS_Sol_2557,11,0,6,5,3,1,6280.0,615.0,3447.5,400.0,0
CSOS_Sol_1226,10,3,4,3,4,0,5899.0,634.0,3266.5,304.0,0
CSOS_Sol_2554,12,0,8,4,2,2,6699.0,642.0,3670.5,416.0,0
CSOS_Sol_1225,14,4,7,3,0,4,7110.0,658.0,3884.0,416.0,0
CSOS_Sol_2555,11,0,7,4,3,1,6261.0,644.0,3452.5,384.0,0
CSOS_Sol_1220,13,4,7,2,1,3,6698.0,650.0,3674.0,368.0,0
CSOS_Sol_2552,12,0,9,3,2,2,6616.0,623.0,3619.5,400.0,0
CSOS_Sol_2553,12,0,9,3,2,2,6628.0,618.0,3623.0,400.0,0
CSOS_Sol_1222,14,4,8,2,0,4,7052.0,641.0,3846.5,400.0,0
CSOS_Sol_2550,12,0,9,3,2,2,6383.0,627.0,3505.0,400.0,0
CSOS_Sol_1221,13,4,6,3,1,3,6450.0,593.0,3521.5,384.0,0
CSOS_Sol_2551,12,0,8,4,2,2,6586.0,616.0,3601.0,416.0,0
CSOS_Sol_2549,12,0,9,3,2,2,6627.0,621.0,3624.0,400.0,0
CSOS_Sol_1217,13,4,8,1,1,3,6587.0,641.0,3614.0,352.0,0
CSOS_Sol_1216,14,4,8,2,0,4,6724.0,638.0,3681.0,400.0,0
CSOS_Sol_1219,13,4,7,2,1,3,6538.0,659.0,3598.5,368.0,0
CSOS_Sol_2547,12,0,10,2,2,2,6528.0,628.0,3578.0,384.0,0
CSOS_Sol_2548,12,0,10,2,2,2,6839.0,636.0,3737.5,384.0,0
CSOS_Sol_1218,13,4,6,3,1,3,6606.0,626.0,3616.0,384.0,0
CSOS_Sol_2567,12,0,8,4,2,2,6132.0,602.0,3367.0,416.0,0
CSOS_Sol_1235,13,3,9,1,1,3,6664.0,645.0,3654.5,368.0,0
CSOS_Sol_1234,12,3,7,2,2,2,6247.0,622.0,3434.5,352.0,0
CSOS_Sol_2568,12,0,9,3,2,2,6327.0,621.0,3474.0,400.0,0
CSOS_Sol_2565,12,0,7,5,2,2,6720.0,629.0,3674.5,432.0,0
CSOS_Sol_1237,11,3,7,1,3,1,6410.0,633.0,3521.5,304.0,0
CSOS_Sol_2566,12,0,8,4,2,2,6074.0,601.0,3337.5,416.0,0
CSOS_Sol_1236,12,3,7,2,2,2,6325.0,631.0,3478.0,352.0,0
CSOS_Sol_2563,12,0,8,4,2,2,6465.0,616.0,3540.5,416.0,0
CSOS_Sol_1231,10,3,6,1,4,0,5880.0,626.0,3253.0,272.0,0
CSOS_Sol_2564,12,0,8,4,2,2,6711.0,628.0,3669.5,416.0,0
CSOS_Sol_1230,11,0,8,3,3,1,6216.0,602.0,3409.0,368.0,0
CSOS_Sol_2561,12,0,8,4,2,2,6645.0,617.0,3631.0,416.0,0
CSOS_Sol_1233,12,3,8,1,2,2,6408.0,623.0,3515.5,336.0,0
CSOS_Sol_2562,12,0,7,5,2,2,6755.0,634.0,3694.5,432.0,0
CSOS_Sol_1232,10,3,6,1,4,0,5997.0,634.0,3315.5,272.0,0
CSOS_Sol_2560,12,0,8,4,2,2,6770.0,634.0,3702.0,416.0,0
CSOS_Sol_1228,11,0,9,2,3,1,6310.0,629.0,3469.5,352.0,0
CSOS_Sol_1227,12,0,8,4,2,2,6503.0,594.0,3548.5,416.0,0
CSOS_Sol_2558,12,0,9,3,2,2,6782.0,654.0,3718.0,400.0,0
CSOS_Sol_2559,12,0,9,3,2,2,6696.0,668.0,3682.0,400.0,0
CSOS_Sol_1229,14,0,14,0,0,4,6776.0,628.0,3702.0,416.0,0
CSOS_Sol_1246,12,3,8,1,2,2,6409.0,651.0,3530.0,336.0,0
CSOS_Sol_2578,13,0,10,3,1,3,6612.0,624.0,3618.0,432.0,0
CSOS_Sol_1245,12,3,7,2,2,2,6292.0,636.0,3464.0,352.0,0
CSOS_Sol_2579,13,0,9,4,1,3,6487.0,603.0,3545.0,448.0,0
CSOS_Sol_2576,13,0,10,3,1,3,6595.0,628.0,3611.5,432.0,0
CSOS_Sol_1248,10,3,5,2,4,0,6344.0,659.0,3501.5,288.0,0
CSOS_Sol_1247,10,3,5,2,4,0,5836.0,602.0,3219.0,288.0,0
CSOS_Sol_2577,13,0,10,3,1,3,6422.0,629.0,3525.5,432.0,0
CSOS_Sol_1242,10,3,5,2,4,0,5925.0,637.0,3281.0,288.0,0
CSOS_Sol_2574,12,0,9,3,2,2,6332.0,621.0,3476.5,400.0,0
CSOS_Sol_2575,12,0,8,4,2,2,6181.0,600.0,3390.5,416.0,0
CSOS_Sol_1241,10,3,5,2,4,0,6081.0,632.0,3356.5,288.0,0
CSOS_Sol_1244,11,3,6,2,3,1,5663.0,565.0,3114.0,320.0,0
CSOS_Sol_2572,12,0,9,3,2,2,6053.0,594.0,3323.5,400.0,0
CSOS_Sol_2573,12,0,10,2,2,2,6499.0,632.0,3565.5,384.0,0
CSOS_Sol_1243,11,3,6,2,3,1,6388.0,626.0,3507.0,320.0,0
CSOS_Sol_2570,12,0,8,4,2,2,6314.0,627.0,3470.5,416.0,0
CSOS_Sol_2571,12,0,7,5,2,2,6407.0,610.0,3508.5,432.0,0
CSOS_Sol_1240,11,3,6,2,3,1,5820.0,619.0,3219.5,320.0,0
CSOS_Sol_1239,11,3,6,2,3,1,6440.0,640.0,3540.0,320.0,0
CSOS_Sol_1238,12,3,8,1,2,2,6597.0,627.0,3612.0,336.0,0
CSOS_Sol_2569,12,0,9,3,2,2,6344.0,619.0,3481.5,400.0,0
CSOS_Sol_1257,11,3,5,3,3,1,6180.0,624.0,3402.0,336.0,0
CSOS_Sol_2589,13,0,9,4,1,3,6637.0,617.0,3627.0,448.0,0
CSOS_Sol_1256,10,3,4,3,4,0,5855.0,655.0,3255.0,304.0,0
CSOS_Sol_1259,10,3,5,2,4,0,5934.0,680.0,3307.0,288.0,0
CSOS_Sol_2587,13,0,10,3,1,3,6796.0,623.0,3709.5,432.0,0
CSOS_Sol_2588,13,0,9,4,1,3,6478.0,594.0,3536.0,448.0,0
CSOS_Sol_1258,11,3,6,2,3,1,6376.0,645.0,3510.5,320.0,0
CSOS_Sol_1253,12,3,7,2,2,2,6320.0,630.0,3475.0,352.0,0
CSOS_Sol_2585,12,0,7,5,2,2,6309.0,607.0,3458.0,432.0,0
CSOS_Sol_1252,12,0,8,4,2,2,6880.0,631.0,3755.5,416.0,0
CSOS_Sol_2586,13,0,9,4,1,3,6617.0,618.0,3617.5,448.0,0
CSOS_Sol_1255,10,3,6,1,4,0,6086.0,647.0,3366.5,272.0,0
CSOS_Sol_2583,12,0,8,4,2,2,6400.0,617.0,3508.5,416.0,0
CSOS_Sol_1254,11,3,5,3,3,1,6168.0,614.0,3391.0,336.0,0
CSOS_Sol_2584,12,0,9,3,2,2,6314.0,637.0,3475.5,400.0,0
CSOS_Sol_2581,13,0,11,2,1,3,6957.0,641.0,3799.0,416.0,0
CSOS_Sol_2582,13,0,9,4,1,3,6437.0,634.0,3535.5,448.0,0
CSOS_Sol_1251,11,3,5,3,3,1,6122.0,597.0,3359.5,336.0,0
CSOS_Sol_1250,11,3,5,3,3,1,5817.0,586.0,3201.5,336.0,0
CSOS_Sol_2580,13,0,10,3,1,3,6645.0,618.0,3631.5,432.0,0
CSOS_Sol_1249,11,3,6,2,3,1,6335.0,670.0,3502.5,320.0,0
CSOS_Sol_1268,10,3,3,4,4,0,5822.0,617.0,3219.5,320.0,0
CSOS_Sol_1267,10,3,4,3,4,0,6111.0,643.0,3377.0,304.0,0
CSOS_Sol_2598,11,0,8,3,3,1,6487.0,648.0,3567.5,368.0,0
CSOS_Sol_2599,11,0,8,3,3,1,6223.0,610.0,3416.5,368.0,0
CSOS_Sol_1269,11,3,7,1,3,1,6525.0,640.0,3582.5,304.0,0
CSOS_Sol_1264,10,3,5,2,4,0,5889.0,605.0,3247.0,288.0,0
CSOS_Sol_2596,11,0,7,4,3,1,6123.0,614.0,3368.5,384.0,0
CSOS_Sol_1263,10,3,3,4,4,0,5713.0,641.0,3177.0,320.0,0
CSOS_Sol_2597,11,0,9,2,3,1,6357.0,633.0,3495.0,352.0,0
CSOS_Sol_1266,10,3,4,3,4,0,5820.0,624.0,3222.0,304.0,0
CSOS_Sol_2594,11,0,7,4,3,1,6575.0,624.0,3599.5,384.0,0
CSOS_Sol_1265,10,3,5,2,4,0,5877.0,661.0,3269.0,288.0,0
CSOS_Sol_2595,12,0,10,2,2,2,6595.0,620.0,3607.5,384.0,0
CSOS_Sol_2592,13,0,10,3,1,3,6696.0,629.0,3662.5,432.0,0
CSOS_Sol_1260,10,3,4,3,4,0,5961.0,628.0,3294.5,304.0,0
CSOS_Sol_2593,13,0,8,5,1,3,6904.0,634.0,3769.0,464.0,0
CSOS_Sol_2590,13,0,8,5,1,3,6538.0,621.0,3579.5,464.0,0
CSOS_Sol_1262,10,3,4,3,4,0,6060.0,642.0,3351.0,304.0,0
CSOS_Sol_2591,13,0,9,4,1,3,6627.0,636.0,3631.5,448.0,0
CSOS_Sol_1261,12,0,8,4,2,2,6637.0,615.0,3626.0,416.0,0
CSOS_Sol_1279,11,3,4,4,3,1,6232.0,674.0,3453.0,352.0,0
CSOS_Sol_1278,11,3,5,3,3,1,5759.0,560.0,3159.5,336.0,0
CSOS_Sol_1275,11,3,6,2,3,1,6498.0,635.0,3566.5,320.0,0
CSOS_Sol_1274,11,3,5,3,3,1,6467.0,650.0,3558.5,336.0,0
CSOS_Sol_1277,11,3,5,3,3,1,6212.0,650.0,3431.0,336.0,0
CSOS_Sol_1276,11,3,6,2,3,1,6607.0,722.0,3664.5,320.0,0
CSOS_Sol_1271,11,3,5,3,3,1,6207.0,671.0,3439.0,336.0,0
CSOS_Sol_1270,11,3,6,2,3,1,6420.0,638.0,3529.0,320.0,0
CSOS_Sol_1273,11,3,6,2,3,1,6259.0,667.0,3463.0,320.0,0
CSOS_Sol_1272,11,3,6,2,3,1,6487.0,649.0,3568.0,320.0,0
CSOS_Sol_1289,12,3,5,4,2,2,6465.0,653.0,3559.0,384.0,0
CSOS_Sol_1286,11,3,5,3,3,1,6114.0,637.0,3375.5,336.0,0
CSOS_Sol_1285,12,0,9,3,2,2,7058.0,621.0,3839.5,400.0,0
CSOS_Sol_1288,11,3,4,4,3,1,5976.0,619.0,3297.5,352.0,0
CSOS_Sol_1287,11,3,5,3,3,1,5308.0,628.0,2968.0,336.0,0
CSOS_Sol_1282,12,3,8,1,2,2,6634.0,630.0,3632.0,336.0,0
CSOS_Sol_1281,11,3,6,2,3,1,5902.0,637.0,3269.5,320.0,0
CSOS_Sol_1284,11,3,5,3,3,1,6183.0,621.0,3402.0,336.0,0
CSOS_Sol_1283,11,3,6,2,3,1,6018.0,624.0,3321.0,320.0,0
CSOS_Sol_1280,11,3,5,3,3,1,6374.0,628.0,3501.0,336.0,0
CSOS_Sol_1297,12,3,7,2,2,2,6205.0,628.0,3416.5,352.0,0
CSOS_Sol_1296,12,3,7,2,2,2,6505.0,643.0,3574.0,352.0,0
CSOS_Sol_1299,12,3,6,3,2,2,6393.0,637.0,3515.0,368.0,0
CSOS_Sol_1298,12,3,7,2,2,2,6275.0,641.0,3458.0,352.0,0
CSOS_Sol_1293,11,3,6,2,3,1,5398.0,630.0,3014.0,320.0,0
CSOS_Sol_1292,11,3,7,1,3,1,6046.0,632.0,3339.0,304.0,0
CSOS_Sol_1295,11,3,5,3,3,1,5817.0,606.0,3211.5,336.0,0
CSOS_Sol_1294,11,3,6,2,3,1,6080.0,689.0,3384.5,320.0,0
CSOS_Sol_1291,11,3,4,4,3,1,6018.0,622.0,3320.0,352.0,0
CSOS_Sol_1290,11,3,5,3,3,1,5905.0,602.0,3253.5,336.0,0
CSOS_Sol_1187,13,4,8,1,1,3,7045.0,630.0,3837.5,352.0,0
CSOS_Sol_1186,13,4,8,1,1,3,6807.0,629.0,3718.0,352.0,0
CSOS_Sol_1189,13,4,7,2,1,3,6875.0,739.0,3807.0,368.0,0
CSOS_Sol_1188,13,4,7,2,1,3,6747.0,628.0,3687.5,368.0,0
CSOS_Sol_1183,13,4,7,2,1,3,6962.0,632.0,3797.0,368.0,0
CSOS_Sol_1182,13,4,8,1,1,3,7098.0,709.0,3903.5,352.0,0
CSOS_Sol_1185,12,4,6,2,2,2,6592.0,624.0,3608.0,336.0,0
CSOS_Sol_1184,12,4,5,3,2,2,6370.0,637.0,3503.5,352.0,0
CSOS_Sol_1181,13,4,8,1,1,3,6991.0,620.0,3805.5,352.0,0
CSOS_Sol_1180,13,4,7,2,1,3,6939.0,619.0,3779.0,368.0,0
CSOS_Sol_895,13,3,9,1,1,3,5489.0,515.0,3002.0,368.0,0
CSOS_Sol_896,13,3,8,2,1,3,5634.0,509.0,3071.5,384.0,0
CSOS_Sol_893,14,3,10,1,0,4,5785.0,497.0,3141.0,400.0,0
CSOS_Sol_894,13,3,8,2,1,3,5522.0,522.0,3022.0,384.0,0
CSOS_Sol_1198,13,4,8,1,1,3,6571.0,620.0,3595.5,352.0,0
CSOS_Sol_899,14,3,9,2,0,4,5501.0,499.0,3000.0,416.0,0
CSOS_Sol_1197,13,4,9,0,1,3,6728.0,642.0,3685.0,336.0,0
CSOS_Sol_897,14,3,9,2,0,4,5535.0,537.0,3036.0,416.0,0
CSOS_Sol_1199,14,4,10,0,0,4,7007.0,631.0,3819.0,368.0,0
CSOS_Sol_898,14,3,10,1,0,4,5768.0,511.0,3139.5,400.0,0
CSOS_Sol_1194,14,4,9,1,0,4,7069.0,627.0,3848.0,384.0,0
CSOS_Sol_1193,13,4,6,3,1,3,7047.0,607.0,3827.0,384.0,0
CSOS_Sol_1196,13,4,7,2,1,3,6728.0,636.0,3682.0,368.0,0
CSOS_Sol_1195,13,4,8,1,1,3,6659.0,609.0,3634.0,352.0,0
CSOS_Sol_891,13,3,8,2,1,3,5712.0,489.0,3100.5,384.0,0
CSOS_Sol_1190,13,4,6,3,1,3,6984.0,635.0,3809.5,384.0,0
CSOS_Sol_892,13,3,9,1,1,3,5319.0,498.0,2908.5,368.0,0
CSOS_Sol_1192,13,4,7,2,1,3,6935.0,634.0,3784.5,368.0,0
CSOS_Sol_890,13,3,9,1,1,3,5582.0,482.0,3032.0,368.0,1
CSOS_Sol_1191,13,4,7,2,1,3,7007.0,639.0,3823.0,368.0,0
CSOS_Sol_822,14,3,10,1,0,4,5737.0,524.0,3130.5,400.0,0
CSOS_Sol_823,13,3,9,1,1,3,5673.0,516.0,3094.5,368.0,0
CSOS_Sol_820,12,3,7,2,2,2,5357.0,485.0,2921.0,352.0,1
CSOS_Sol_821,12,3,8,1,2,2,5848.0,513.0,3180.5,336.0,0
CSOS_Sol_815,12,3,7,2,2,2,5150.0,507.0,2828.5,352.0,0
CSOS_Sol_816,13,3,9,1,1,3,5505.0,527.0,3016.0,368.0,0
CSOS_Sol_813,12,3,7,2,2,2,5186.0,520.0,2853.0,352.0,0
CSOS_Sol_814,12,3,8,1,2,2,5250.0,521.0,2885.5,336.0,0
CSOS_Sol_819,13,3,9,1,1,3,5357.0,542.0,2949.5,368.0,0
CSOS_Sol_817,13,3,8,2,1,3,5429.0,524.0,2976.5,384.0,0
CSOS_Sol_818,13,3,8,2,1,3,5454.0,532.0,2993.0,384.0,0
CSOS_Sol_811,11,3,6,2,3,1,5340.0,517.0,2928.5,320.0,0
CSOS_Sol_812,12,3,7,2,2,2,5514.0,514.0,3014.0,352.0,0
CSOS_Sol_810,11,3,7,1,3,1,5302.0,516.0,2909.0,304.0,0
CSOS_Sol_804,13,3,9,1,1,3,5824.0,516.0,3170.0,368.0,0
CSOS_Sol_805,11,3,7,1,3,1,5413.0,547.0,2980.0,304.0,0
CSOS_Sol_802,12,3,8,1,2,2,5398.0,520.0,2959.0,336.0,0
CSOS_Sol_803,13,3,8,2,1,3,5889.0,601.0,3245.0,384.0,0
CSOS_Sol_808,11,3,6,2,3,1,5237.0,513.0,2875.0,320.0,0
CSOS_Sol_809,12,3,7,2,2,2,5637.0,529.0,3083.0,352.0,0
CSOS_Sol_806,12,3,8,1,2,2,5448.0,504.0,2976.0,336.0,0
CSOS_Sol_807,12,3,8,1,2,2,5403.0,533.0,2968.0,336.0,0
CSOS_Sol_840,12,3,9,0,2,2,5380.0,494.0,2937.0,320.0,0
CSOS_Sol_841,12,3,8,1,2,2,5444.0,510.0,2977.0,336.0,0
CSOS_Sol_844,13,3,9,1,1,3,5453.0,512.0,2982.5,368.0,0
CSOS_Sol_845,11,3,8,0,3,1,5076.0,490.0,2783.0,288.0,1
