Name,Table_Number,UnionSuperclassStrategy,UnionSubclassStrategy,JoinedSubclassStrategy,ForeignKeyEmbeddingStrategy,OwnAssociationTableStrategy,InsertTime,SelectTime,Average Time,SpaceConsumption,Pareto_Frontier
CSOS_Sol_1862,14,0,12,2,0,4,7005.0,609.0,3807.0,448.0,0
CSOS_Sol_1861,13,0,10,3,1,3,6502.0,622.0,3562.0,432.0,0
CSOS_Sol_1864,14,0,12,2,0,4,7027.0,607.0,3817.0,448.0,0
CSOS_Sol_1863,14,0,13,1,0,4,6829.0,608.0,3718.5,432.0,0
CSOS_Sol_1860,13,0,11,2,1,3,6531.0,613.0,3572.0,416.0,0
CSOS_Sol_67,11,0,7,4,3,1,6013.0,646.0,3329.5,384.0,0
CSOS_Sol_66,13,8,5,0,1,3,5394.0,520.0,2957.0,288.0,0
CSOS_Sol_65,11,0,8,3,3,1,6377.0,643.0,3510.0,368.0,0
CSOS_Sol_64,11,0,9,2,3,1,5967.0,610.0,3288.5,352.0,0
CSOS_Sol_69,11,0,9,2,3,1,6393.0,620.0,3506.5,352.0,0
CSOS_Sol_68,10,0,7,3,4,0,5867.0,671.0,3269.0,336.0,0
CSOS_Sol_1859,13,0,11,2,1,3,6559.0,608.0,3583.5,416.0,0
CSOS_Sol_1858,13,0,12,1,1,3,6453.0,589.0,3521.0,400.0,0
CSOS_Sol_1855,13,0,11,2,1,3,6539.0,643.0,3591.0,416.0,0
CSOS_Sol_63,10,0,6,4,4,0,6159.0,631.0,3395.0,352.0,0
CSOS_Sol_1854,13,0,10,3,1,3,6421.0,683.0,3552.0,432.0,0
CSOS_Sol_62,10,0,5,5,4,0,6087.0,624.0,3355.5,368.0,0
CSOS_Sol_61,10,0,7,3,4,0,6035.0,618.0,3326.5,336.0,0
CSOS_Sol_1857,13,0,9,4,1,3,6592.0,603.0,3597.5,448.0,0
CSOS_Sol_60,10,0,6,4,4,0,5966.0,626.0,3296.0,352.0,0
CSOS_Sol_1856,13,0,10,3,1,3,6854.0,638.0,3746.0,432.0,0
CSOS_Sol_1873,14,0,12,2,0,4,6460.0,594.0,3527.0,448.0,0
CSOS_Sol_1872,14,0,12,2,0,4,6909.0,611.0,3760.0,448.0,0
CSOS_Sol_1875,14,0,11,3,0,4,6867.0,627.0,3747.0,464.0,0
CSOS_Sol_1874,14,0,11,3,0,4,6931.0,618.0,3774.5,464.0,0
CSOS_Sol_1871,13,0,9,4,1,3,6494.0,605.0,3549.5,448.0,0
CSOS_Sol_1870,13,0,10,3,1,3,6373.0,605.0,3489.0,432.0,0
CSOS_Sol_56,11,0,8,3,3,1,6026.0,595.0,3310.5,368.0,0
CSOS_Sol_55,12,0,6,6,2,2,6539.0,609.0,3574.0,448.0,0
CSOS_Sol_54,10,0,9,1,4,0,5915.0,607.0,3261.0,304.0,0
CSOS_Sol_53,10,0,4,6,4,0,5962.0,626.0,3294.0,384.0,0
CSOS_Sol_59,10,0,5,5,4,0,5998.0,629.0,3313.5,368.0,0
CSOS_Sol_58,11,0,7,4,3,1,6399.0,664.0,3531.5,384.0,0
CSOS_Sol_57,11,0,6,5,3,1,6449.0,604.0,3526.5,400.0,0
CSOS_Sol_1869,13,0,10,3,1,3,6511.0,629.0,3570.0,432.0,0
CSOS_Sol_52,10,0,4,6,4,0,5602.0,597.0,3099.5,384.0,0
CSOS_Sol_1866,14,0,11,3,0,4,6679.0,600.0,3639.5,464.0,0
CSOS_Sol_51,11,0,8,3,3,1,6205.0,652.0,3428.5,368.0,0
CSOS_Sol_1865,14,0,12,2,0,4,6760.0,609.0,3684.5,448.0,0
CSOS_Sol_50,10,0,9,1,4,0,6105.0,636.0,3370.5,304.0,0
CSOS_Sol_1868,14,0,13,1,0,4,6826.0,638.0,3732.0,432.0,0
CSOS_Sol_1867,14,0,11,3,0,4,6712.0,605.0,3658.5,464.0,0
CSOS_Sol_1884,11,0,9,2,3,1,5932.0,632.0,3282.0,352.0,0
CSOS_Sol_1883,11,0,10,1,3,1,6323.0,630.0,3476.5,336.0,0
CSOS_Sol_1886,11,0,9,2,3,1,6181.0,644.0,3412.5,352.0,0
CSOS_Sol_1885,11,0,9,2,3,1,5869.0,622.0,3245.5,352.0,0
CSOS_Sol_1880,11,0,9,2,3,1,6424.0,647.0,3535.5,352.0,0
CSOS_Sol_1882,11,0,10,1,3,1,6021.0,621.0,3321.0,336.0,0
CSOS_Sol_1881,11,0,10,1,3,1,6120.0,646.0,3383.0,336.0,0
CSOS_Sol_89,10,0,8,2,4,0,5862.0,622.0,3242.0,320.0,0
CSOS_Sol_88,10,4,4,2,4,0,5892.0,638.0,3265.0,272.0,0
CSOS_Sol_87,10,0,6,4,4,0,6067.0,624.0,3345.5,352.0,0
CSOS_Sol_86,11,0,7,4,3,1,6474.0,649.0,3561.5,384.0,0
CSOS_Sol_81,10,0,6,4,4,0,5873.0,597.0,3235.0,352.0,0
CSOS_Sol_80,10,0,9,1,4,0,6050.0,613.0,3331.5,304.0,0
CSOS_Sol_85,11,0,7,4,3,1,6043.0,645.0,3344.0,384.0,0
CSOS_Sol_1877,14,0,11,3,0,4,6756.0,601.0,3678.5,464.0,0
CSOS_Sol_84,13,8,5,0,1,3,5534.0,544.0,3039.0,288.0,0
CSOS_Sol_1876,14,0,10,4,0,4,6945.0,620.0,3782.5,480.0,0
CSOS_Sol_83,11,0,5,6,3,1,6376.0,618.0,3497.0,416.0,0
CSOS_Sol_1879,14,0,10,4,0,4,7058.0,692.0,3875.0,480.0,0
CSOS_Sol_82,10,0,7,3,4,0,5984.0,624.0,3304.0,336.0,0
CSOS_Sol_1878,14,0,11,3,0,4,6606.0,621.0,3613.5,464.0,0
CSOS_Sol_1895,11,0,9,2,3,1,6020.0,619.0,3319.5,352.0,0
CSOS_Sol_1894,11,0,10,1,3,1,6375.0,641.0,3508.0,336.0,0
CSOS_Sol_1897,12,0,10,2,2,2,6626.0,612.0,3619.0,384.0,0
CSOS_Sol_1896,11,0,10,1,3,1,6005.0,627.0,3316.0,336.0,0
CSOS_Sol_1891,11,0,10,1,3,1,6162.0,644.0,3403.0,336.0,0
CSOS_Sol_1890,12,0,11,1,2,2,6157.0,636.0,3396.5,368.0,0
CSOS_Sol_1893,11,0,9,2,3,1,6375.0,652.0,3513.5,352.0,0
CSOS_Sol_1892,11,0,10,1,3,1,6275.0,635.0,3455.0,336.0,0
CSOS_Sol_78,11,0,8,3,3,1,6409.0,641.0,3525.0,368.0,0
CSOS_Sol_77,11,0,5,6,3,1,6458.0,643.0,3550.5,416.0,0
CSOS_Sol_76,11,0,9,2,3,1,6012.0,630.0,3321.0,352.0,0
CSOS_Sol_75,10,0,5,5,4,0,5991.0,612.0,3301.5,368.0,0
CSOS_Sol_79,12,8,4,0,2,2,5588.0,536.0,3062.0,256.0,0
CSOS_Sol_70,11,0,6,5,3,1,6207.0,628.0,3417.5,400.0,0
CSOS_Sol_1888,11,0,10,1,3,1,6162.0,605.0,3383.5,336.0,0
CSOS_Sol_74,11,8,3,0,3,1,5152.0,525.0,2838.5,224.0,1
CSOS_Sol_73,10,0,7,3,4,0,5927.0,642.0,3284.5,336.0,0
CSOS_Sol_1887,11,0,10,1,3,1,6265.0,627.0,3446.0,336.0,0
CSOS_Sol_72,10,0,6,4,4,0,6159.0,713.0,3436.0,352.0,0
CSOS_Sol_1889,11,0,11,0,3,1,6496.0,623.0,3559.5,320.0,0
CSOS_Sol_71,11,6,4,1,3,1,5259.0,524.0,2891.5,272.0,0
CSOS_Sol_1899,11,0,11,0,3,1,5911.0,597.0,3254.0,320.0,0
CSOS_Sol_1898,11,0,8,3,3,1,5769.0,592.0,3180.5,368.0,0
CSOS_Sol_99,12,0,9,3,2,2,6587.0,621.0,3604.0,400.0,0
CSOS_Sol_98,11,0,6,5,3,1,6120.0,633.0,3376.5,400.0,0
CSOS_Sol_97,10,0,6,4,4,0,5996.0,617.0,3306.5,352.0,0
CSOS_Sol_92,10,0,5,5,4,0,5929.0,625.0,3277.0,368.0,0
CSOS_Sol_91,12,0,9,3,2,2,6697.0,632.0,3664.5,400.0,0
CSOS_Sol_90,10,0,9,1,4,0,5821.0,640.0,3230.5,304.0,0
CSOS_Sol_96,12,8,4,0,2,2,5418.0,538.0,2978.0,256.0,0
CSOS_Sol_95,13,8,5,0,1,3,5635.0,547.0,3091.0,288.0,0
CSOS_Sol_94,11,0,6,5,3,1,5768.0,608.0,3188.0,400.0,0
CSOS_Sol_93,11,3,6,2,3,1,6386.0,657.0,3521.5,320.0,0
CSOS_Sol_2303,11,0,8,3,3,1,6434.0,632.0,3533.0,368.0,0
CSOS_Sol_2304,11,0,8,3,3,1,6260.0,636.0,3448.0,368.0,0
CSOS_Sol_2301,11,0,9,2,3,1,6341.0,730.0,3535.5,352.0,0
CSOS_Sol_2302,11,0,8,3,3,1,6321.0,686.0,3503.5,368.0,0
CSOS_Sol_2300,11,0,8,3,3,1,6304.0,657.0,3480.5,368.0,0
CSOS_Sol_2314,11,0,9,2,3,1,5981.0,617.0,3299.0,352.0,0
CSOS_Sol_2315,11,0,8,3,3,1,5852.0,610.0,3231.0,368.0,0
CSOS_Sol_2312,11,0,10,1,3,1,6027.0,631.0,3329.0,336.0,0
CSOS_Sol_2313,11,0,9,2,3,1,5989.0,629.0,3309.0,352.0,0
CSOS_Sol_2310,11,0,9,2,3,1,5877.0,609.0,3243.0,352.0,0
CSOS_Sol_2311,11,0,8,3,3,1,6138.0,610.0,3374.0,368.0,0
CSOS_Sol_2309,11,0,8,3,3,1,5832.0,613.0,3222.5,368.0,0
CSOS_Sol_2307,11,0,8,3,3,1,6224.0,629.0,3426.5,368.0,0
CSOS_Sol_2308,12,0,10,2,2,2,6363.0,642.0,3502.5,384.0,0
CSOS_Sol_2305,11,0,8,3,3,1,6388.0,627.0,3507.5,368.0,0
CSOS_Sol_2306,11,0,7,4,3,1,6464.0,627.0,3545.5,384.0,0
CSOS_Sol_2325,12,0,9,3,2,2,6378.0,625.0,3501.5,400.0,0
CSOS_Sol_2326,12,0,8,4,2,2,6255.0,635.0,3445.0,416.0,0
CSOS_Sol_2323,12,0,10,2,2,2,6448.0,626.0,3537.0,384.0,0
CSOS_Sol_2324,12,0,9,3,2,2,6371.0,643.0,3507.0,400.0,0
CSOS_Sol_2321,12,0,9,3,2,2,6386.0,640.0,3513.0,400.0,0
CSOS_Sol_2322,12,0,9,3,2,2,6417.0,617.0,3517.0,400.0,0
CSOS_Sol_2320,12,0,10,2,2,2,6388.0,639.0,3513.5,384.0,0
CSOS_Sol_2318,12,0,9,3,2,2,6221.0,639.0,3430.0,400.0,0
CSOS_Sol_2319,12,0,11,1,2,2,6492.0,623.0,3557.5,368.0,0
CSOS_Sol_2316,12,0,10,2,2,2,6336.0,617.0,3476.5,384.0,0
CSOS_Sol_2317,12,0,10,2,2,2,6453.0,627.0,3540.0,384.0,0
CSOS_Sol_1004,11,4,5,2,3,1,6460.0,692.0,3576.0,304.0,0
CSOS_Sol_2336,11,0,8,3,3,1,6199.0,615.0,3407.0,368.0,0
CSOS_Sol_2337,12,0,10,2,2,2,6644.0,644.0,3644.0,384.0,0
CSOS_Sol_1003,12,4,6,2,2,2,6221.0,640.0,3430.5,336.0,0
CSOS_Sol_2334,11,0,9,2,3,1,6273.0,631.0,3452.0,352.0,0
CSOS_Sol_1006,11,4,6,1,3,1,6292.0,638.0,3465.0,288.0,0
CSOS_Sol_1005,12,4,7,1,2,2,6466.0,633.0,3549.5,320.0,0
CSOS_Sol_2335,11,0,9,2,3,1,6343.0,674.0,3508.5,352.0,0
CSOS_Sol_2332,11,0,10,1,3,1,6242.0,677.0,3459.5,336.0,0
CSOS_Sol_1000,12,4,7,1,2,2,6615.0,650.0,3632.5,320.0,0
CSOS_Sol_2333,12,0,9,3,2,2,6448.0,653.0,3550.5,400.0,0
CSOS_Sol_1002,10,3,7,0,4,0,6208.0,678.0,3443.0,256.0,0
CSOS_Sol_2330,11,0,8,3,3,1,6235.0,611.0,3423.0,368.0,0
CSOS_Sol_2331,11,0,8,3,3,1,6192.0,615.0,3403.5,368.0,0
CSOS_Sol_1001,11,4,7,0,3,1,6258.0,676.0,3467.0,272.0,0
CSOS_Sol_2329,11,0,8,3,3,1,6051.0,591.0,3321.0,368.0,0
CSOS_Sol_2327,12,0,10,2,2,2,6427.0,624.0,3525.5,384.0,0
CSOS_Sol_2328,12,0,9,3,2,2,6299.0,659.0,3479.0,400.0,0
CSOS_Sol_1015,11,4,6,1,3,1,6610.0,788.0,3699.0,288.0,0
CSOS_Sol_2347,12,0,9,3,2,2,6701.0,618.0,3659.5,400.0,0
CSOS_Sol_2348,12,0,9,3,2,2,6439.0,605.0,3522.0,400.0,0
CSOS_Sol_1014,11,4,4,3,3,1,6427.0,719.0,3573.0,320.0,0
CSOS_Sol_1017,11,4,5,2,3,1,6056.0,639.0,3347.5,304.0,0
CSOS_Sol_2345,12,0,8,4,2,2,6775.0,644.0,3709.5,416.0,0
CSOS_Sol_1016,12,4,5,3,2,2,6502.0,638.0,3570.0,352.0,0
CSOS_Sol_2346,12,0,10,2,2,2,6609.0,623.0,3616.0,384.0,0
CSOS_Sol_1011,11,4,5,2,3,1,6640.0,705.0,3672.5,304.0,0
CSOS_Sol_2343,12,0,10,2,2,2,6470.0,620.0,3545.0,384.0,0
CSOS_Sol_1010,11,4,6,1,3,1,6470.0,647.0,3558.5,288.0,0
CSOS_Sol_2344,12,0,9,3,2,2,6684.0,621.0,3652.5,400.0,0
CSOS_Sol_1013,11,4,5,2,3,1,6221.0,649.0,3435.0,304.0,0
CSOS_Sol_2341,12,0,9,3,2,2,6311.0,648.0,3479.5,400.0,0
CSOS_Sol_1012,11,4,5,2,3,1,6613.0,655.0,3634.0,304.0,0
CSOS_Sol_2342,12,0,11,1,2,2,6478.0,634.0,3556.0,368.0,0
CSOS_Sol_2340,12,0,10,2,2,2,6508.0,625.0,3566.5,384.0,0
CSOS_Sol_1008,11,4,7,0,3,1,6471.0,656.0,3563.5,272.0,0
CSOS_Sol_1007,11,4,6,1,3,1,6057.0,641.0,3349.0,288.0,0
CSOS_Sol_2338,12,0,11,1,2,2,6444.0,626.0,3535.0,368.0,0
CSOS_Sol_2339,12,0,10,2,2,2,6497.0,595.0,3546.0,384.0,0
CSOS_Sol_1009,11,4,6,1,3,1,6540.0,654.0,3597.0,288.0,0
CSOS_Sol_2358,12,0,10,2,2,2,6230.0,684.0,3457.0,384.0,0
CSOS_Sol_1026,12,4,7,1,2,2,6299.0,626.0,3462.5,320.0,0
CSOS_Sol_2359,12,0,11,1,2,2,6323.0,614.0,3468.5,368.0,0
CSOS_Sol_1025,12,4,8,0,2,2,6169.0,625.0,3397.0,304.0,0
CSOS_Sol_1028,11,4,5,2,3,1,5799.0,646.0,3222.5,304.0,0
CSOS_Sol_2356,12,0,10,2,2,2,6100.0,621.0,3360.5,384.0,0
CSOS_Sol_1027,11,4,6,1,3,1,6368.0,653.0,3510.5,288.0,0
CSOS_Sol_2357,12,0,9,3,2,2,6022.0,592.0,3307.0,400.0,0
CSOS_Sol_1022,11,4,7,0,3,1,5953.0,643.0,3298.0,272.0,0
CSOS_Sol_2354,11,0,8,3,3,1,6260.0,631.0,3445.5,368.0,0
CSOS_Sol_1021,11,4,5,2,3,1,6110.0,635.0,3372.5,304.0,0
CSOS_Sol_2355,12,0,10,2,2,2,6128.0,611.0,3369.5,384.0,0
CSOS_Sol_1024,12,4,6,2,2,2,6174.0,643.0,3408.5,336.0,0
CSOS_Sol_2352,12,0,9,3,2,2,6263.0,627.0,3445.0,400.0,0
CSOS_Sol_1023,11,4,6,1,3,1,6084.0,656.0,3370.0,288.0,0
CSOS_Sol_2353,12,0,11,1,2,2,6128.0,646.0,3387.0,368.0,0
CSOS_Sol_2350,12,0,9,3,2,2,6993.0,649.0,3821.0,400.0,0
CSOS_Sol_2351,12,0,10,2,2,2,6667.0,631.0,3649.0,384.0,0
CSOS_Sol_1020,11,4,6,1,3,1,6167.0,683.0,3425.0,288.0,0
CSOS_Sol_1019,11,4,5,2,3,1,5919.0,632.0,3275.5,304.0,0
CSOS_Sol_1018,12,4,7,1,2,2,6474.0,645.0,3559.5,320.0,0
CSOS_Sol_2349,12,0,8,4,2,2,6536.0,611.0,3573.5,416.0,0
CSOS_Sol_1037,12,4,5,3,2,2,6381.0,624.0,3502.5,352.0,0
CSOS_Sol_2369,13,0,11,2,1,3,6606.0,631.0,3618.5,416.0,0
CSOS_Sol_1036,12,4,6,2,2,2,6599.0,636.0,3617.5,336.0,0
CSOS_Sol_2367,13,0,11,2,1,3,6663.0,620.0,3641.5,416.0,0
CSOS_Sol_1039,12,4,5,3,2,2,6680.0,643.0,3661.5,352.0,0
CSOS_Sol_1038,11,4,6,1,3,1,6453.0,632.0,3542.5,288.0,0
CSOS_Sol_2368,13,0,12,1,1,3,6520.0,616.0,3568.0,400.0,0
CSOS_Sol_2365,13,0,11,2,1,3,6876.0,629.0,3752.5,416.0,0
CSOS_Sol_1033,11,4,4,3,3,1,5942.0,634.0,3288.0,320.0,0
CSOS_Sol_2366,13,0,10,3,1,3,6764.0,649.0,3706.5,432.0,0
CSOS_Sol_1032,11,4,5,2,3,1,6068.0,642.0,3355.0,304.0,0
CSOS_Sol_2363,13,0,12,1,1,3,6620.0,613.0,3616.5,400.0,0
CSOS_Sol_1035,12,4,7,1,2,2,6340.0,653.0,3496.5,320.0,0
CSOS_Sol_2364,13,0,11,2,1,3,6703.0,634.0,3668.5,416.0,0
CSOS_Sol_1034,12,4,6,2,2,2,6537.0,673.0,3605.0,336.0,0
CSOS_Sol_2361,12,0,9,3,2,2,5999.0,580.0,3289.5,400.0,0
CSOS_Sol_2362,13,0,10,3,1,3,6784.0,638.0,3711.0,432.0,0
CSOS_Sol_1031,11,4,5,2,3,1,5950.0,617.0,3283.5,304.0,0
CSOS_Sol_2360,12,0,10,2,2,2,6287.0,631.0,3459.0,384.0,0
CSOS_Sol_1030,12,4,6,2,2,2,6449.0,638.0,3543.5,336.0,0
CSOS_Sol_1029,12,4,7,1,2,2,6473.0,648.0,3560.5,320.0,0
CSOS_Sol_1048,12,4,7,1,2,2,6758.0,638.0,3698.0,320.0,0
CSOS_Sol_1047,12,4,6,2,2,2,6721.0,634.0,3677.5,336.0,0
CSOS_Sol_2378,13,0,11,2,1,3,6799.0,688.0,3743.5,416.0,0
CSOS_Sol_1049,11,4,6,1,3,1,6242.0,644.0,3443.0,288.0,0
CSOS_Sol_2379,13,0,10,3,1,3,6889.0,681.0,3785.0,432.0,0
CSOS_Sol_2376,12,0,8,4,2,2,6280.0,611.0,3445.5,416.0,0
CSOS_Sol_1044,11,4,5,2,3,1,6207.0,640.0,3423.5,304.0,0
CSOS_Sol_2377,13,0,9,4,1,3,6632.0,602.0,3617.0,448.0,0
CSOS_Sol_1043,12,4,5,3,2,2,6828.0,639.0,3733.5,352.0,0
CSOS_Sol_1046,12,4,7,1,2,2,6434.0,656.0,3545.0,320.0,0
CSOS_Sol_2374,12,0,8,4,2,2,6177.0,627.0,3402.0,416.0,0
CSOS_Sol_2375,12,0,9,3,2,2,6218.0,584.0,3401.0,400.0,0
CSOS_Sol_1045,11,4,6,1,3,1,6384.0,646.0,3515.0,288.0,0
CSOS_Sol_1040,12,4,6,2,2,2,6404.0,645.0,3524.5,336.0,0
CSOS_Sol_2372,12,0,9,3,2,2,6451.0,607.0,3529.0,400.0,0
CSOS_Sol_2373,12,0,9,3,2,2,6273.0,599.0,3436.0,400.0,0
CSOS_Sol_2370,12,0,10,2,2,2,6453.0,620.0,3536.5,384.0,0
CSOS_Sol_1042,11,4,4,3,3,1,6100.0,603.0,3351.5,320.0,0
CSOS_Sol_1041,11,0,8,3,3,1,6405.0,626.0,3515.5,368.0,0
CSOS_Sol_2371,12,0,10,2,2,2,6144.0,600.0,3372.0,384.0,0
CSOS_Sol_1059,12,4,6,2,2,2,6593.0,657.0,3625.0,336.0,0
CSOS_Sol_1058,12,4,7,1,2,2,6567.0,660.0,3613.5,320.0,0
CSOS_Sol_2389,11,0,9,2,3,1,6381.0,631.0,3506.0,352.0,0
CSOS_Sol_1055,12,4,7,1,2,2,6641.0,695.0,3668.0,320.0,0
CSOS_Sol_2387,12,0,10,2,2,2,6765.0,651.0,3708.0,384.0,0
CSOS_Sol_2388,12,0,10,2,2,2,6532.0,599.0,3565.5,384.0,0
CSOS_Sol_1054,12,4,6,2,2,2,6824.0,652.0,3738.0,336.0,0
CSOS_Sol_1057,11,4,5,2,3,1,6251.0,630.0,3440.5,304.0,0
CSOS_Sol_2385,11,0,10,1,3,1,6277.0,648.0,3462.5,336.0,0
CSOS_Sol_1056,11,4,5,2,3,1,6093.0,622.0,3357.5,304.0,0
CSOS_Sol_2386,11,0,9,2,3,1,6271.0,614.0,3442.5,352.0,0
CSOS_Sol_1051,11,4,5,2,3,1,6288.0,643.0,3465.5,304.0,0
CSOS_Sol_2383,13,0,10,3,1,3,6520.0,637.0,3578.5,432.0,0
CSOS_Sol_1050,11,4,6,1,3,1,6459.0,635.0,3547.0,288.0,0
CSOS_Sol_2384,12,0,10,2,2,2,6607.0,648.0,3627.5,384.0,0
CSOS_Sol_1053,12,4,6,2,2,2,6392.0,611.0,3501.5,336.0,0
CSOS_Sol_2381,13,0,11,2,1,3,6588.0,654.0,3621.0,416.0,0
CSOS_Sol_1052,12,4,7,1,2,2,6399.0,619.0,3509.0,320.0,0
CSOS_Sol_2382,13,0,10,3,1,3,6606.0,622.0,3614.0,432.0,0
CSOS_Sol_2380,13,0,10,3,1,3,6485.0,661.0,3573.0,432.0,0
CSOS_Sol_664,14,3,8,3,0,4,5815.0,533.0,3174.0,432.0,0
CSOS_Sol_665,14,3,9,2,0,4,5769.0,491.0,3130.0,416.0,0
CSOS_Sol_662,13,3,8,2,1,3,5418.0,516.0,2967.0,384.0,0
CSOS_Sol_2279,12,0,8,4,2,2,6574.0,624.0,3599.0,416.0,0
CSOS_Sol_663,13,3,7,3,1,3,5728.0,554.0,3141.0,400.0,0
CSOS_Sol_2277,12,0,7,5,2,2,6317.0,575.0,3446.0,432.0,0
CSOS_Sol_668,11,3,7,1,3,1,5239.0,521.0,2880.0,304.0,0
CSOS_Sol_2278,13,0,9,4,1,3,6572.0,640.0,3606.0,448.0,0
CSOS_Sol_669,11,0,9,2,3,1,6365.0,630.0,3497.5,352.0,0
CSOS_Sol_666,12,3,8,1,2,2,5501.0,526.0,3013.5,336.0,0
CSOS_Sol_2275,11,0,7,4,3,1,5991.0,611.0,3301.0,384.0,0
CSOS_Sol_667,11,3,6,2,3,1,5083.0,499.0,2791.0,320.0,0
CSOS_Sol_2276,13,0,10,3,1,3,6593.0,626.0,3609.5,432.0,0
CSOS_Sol_2273,11,0,10,1,3,1,6492.0,635.0,3563.5,336.0,0
CSOS_Sol_2274,11,0,7,4,3,1,6008.0,624.0,3316.0,384.0,0
CSOS_Sol_2271,11,0,8,3,3,1,6300.0,612.0,3456.0,368.0,0
CSOS_Sol_2272,11,0,9,2,3,1,6392.0,633.0,3512.5,352.0,0
CSOS_Sol_660,14,3,8,3,0,4,5692.0,529.0,3110.5,432.0,0
CSOS_Sol_661,13,3,8,2,1,3,5473.0,521.0,2997.0,384.0,0
CSOS_Sol_2270,11,0,7,4,3,1,6425.0,606.0,3515.5,384.0,0
CSOS_Sol_6,10,0,5,5,4,0,6048.0,688.0,3368.0,368.0,0
CSOS_Sol_7,10,0,8,2,4,0,6095.0,652.0,3373.5,320.0,0
CSOS_Sol_8,10,0,8,2,4,0,6030.0,630.0,3330.0,320.0,0
CSOS_Sol_9,10,0,7,3,4,0,6051.0,629.0,3340.0,336.0,0
CSOS_Sol_2,11,0,6,5,3,1,6069.0,640.0,3354.5,400.0,0
CSOS_Sol_3,11,0,6,5,3,1,6045.0,614.0,3329.5,400.0,0
CSOS_Sol_4,11,0,7,4,3,1,6140.0,715.0,3427.5,384.0,0
CSOS_Sol_5,11,0,7,4,3,1,6206.0,672.0,3439.0,384.0,0
CSOS_Sol_659,12,3,7,2,2,2,5522.0,513.0,3017.5,352.0,0
CSOS_Sol_1,10,0,5,5,4,0,5928.0,645.0,3286.5,368.0,0
CSOS_Sol_653,12,3,6,3,2,2,5621.0,510.0,3065.5,368.0,0
CSOS_Sol_654,13,3,7,3,1,3,5506.0,523.0,3014.5,400.0,0
CSOS_Sol_651,14,3,9,2,0,4,5839.0,517.0,3178.0,416.0,0
CSOS_Sol_652,12,3,7,2,2,2,5635.0,533.0,3084.0,352.0,0
CSOS_Sol_2288,11,0,9,2,3,1,6395.0,622.0,3508.5,352.0,0
CSOS_Sol_657,13,3,7,3,1,3,5730.0,517.0,3123.5,400.0,0
CSOS_Sol_658,13,3,7,3,1,3,5825.0,512.0,3168.5,400.0,0
CSOS_Sol_2289,11,0,8,3,3,1,5975.0,601.0,3288.0,368.0,0
CSOS_Sol_2286,12,0,11,1,2,2,6601.0,620.0,3610.5,368.0,0
CSOS_Sol_655,13,3,8,2,1,3,5642.0,525.0,3083.5,384.0,0
CSOS_Sol_2287,11,0,9,2,3,1,5997.0,645.0,3321.0,352.0,0
CSOS_Sol_656,12,3,6,3,2,2,5322.0,512.0,2917.0,368.0,0
CSOS_Sol_2284,11,0,8,3,3,1,6266.0,627.0,3446.5,368.0,0
CSOS_Sol_2285,11,0,9,2,3,1,6267.0,640.0,3453.5,352.0,0
CSOS_Sol_2282,14,0,9,5,0,4,7034.0,619.0,3826.5,496.0,0
CSOS_Sol_2283,11,0,8,3,3,1,6467.0,618.0,3542.5,368.0,0
CSOS_Sol_2280,11,0,9,2,3,1,6267.0,619.0,3443.0,352.0,0
CSOS_Sol_2281,11,0,9,2,3,1,6021.0,615.0,3318.0,352.0,0
CSOS_Sol_650,12,3,7,2,2,2,5468.0,520.0,2994.0,352.0,0
CSOS_Sol_648,12,3,6,3,2,2,5577.0,506.0,3041.5,368.0,0
CSOS_Sol_649,13,3,8,2,1,3,5302.0,497.0,2899.5,384.0,0
CSOS_Sol_686,12,3,8,1,2,2,5592.0,518.0,3055.0,336.0,0
CSOS_Sol_687,13,3,8,2,1,3,5368.0,500.0,2934.0,384.0,0
CSOS_Sol_684,12,0,10,2,2,2,6694.0,639.0,3666.5,384.0,0
CSOS_Sol_685,12,3,7,2,2,2,5620.0,527.0,3073.5,352.0,0
CSOS_Sol_2299,11,0,9,2,3,1,6404.0,624.0,3514.0,352.0,0
CSOS_Sol_688,13,3,9,1,1,3,5729.0,540.0,3134.5,368.0,0
CSOS_Sol_2297,11,0,9,2,3,1,6501.0,638.0,3569.5,352.0,0
CSOS_Sol_689,13,3,8,2,1,3,5797.0,512.0,3154.5,384.0,0
CSOS_Sol_2298,11,0,10,1,3,1,6185.0,624.0,3404.5,336.0,0
CSOS_Sol_2295,11,0,9,2,3,1,6397.0,632.0,3514.5,352.0,0
CSOS_Sol_2296,11,0,8,3,3,1,6665.0,641.0,3653.0,368.0,0
CSOS_Sol_2293,11,0,10,1,3,1,6290.0,653.0,3471.5,336.0,0
CSOS_Sol_2294,11,0,9,2,3,1,6358.0,617.0,3487.5,352.0,0
CSOS_Sol_2291,12,0,11,1,2,2,6414.0,643.0,3528.5,368.0,0
CSOS_Sol_682,12,3,7,2,2,2,5212.0,525.0,2868.5,352.0,0
CSOS_Sol_2292,11,0,8,3,3,1,6034.0,615.0,3324.5,368.0,0
CSOS_Sol_683,13,3,8,2,1,3,5543.0,500.0,3021.5,384.0,0
CSOS_Sol_680,13,3,9,1,1,3,5211.0,496.0,2853.5,368.0,0
CSOS_Sol_2290,11,0,9,2,3,1,6305.0,631.0,3468.0,352.0,0
CSOS_Sol_681,12,6,4,2,2,2,5603.0,602.0,3102.5,320.0,0
